,Open,High,Low,Close,Volume,VWAP
2024-11-14 11:00:00,226.67999267578125,227.05999755859375,226.36000061035156,226.52000427246094,886374,225.9557648854509
2024-11-14 11:15:00,226.4199981689453,226.85000610351562,226.4199981689453,226.67999267578125,786600,225.99885761034182
2024-11-14 11:30:00,226.8699951171875,227.0800018310547,226.50999450683594,226.5800018310547,704223,226.0369984264027
2024-11-14 11:45:00,226.74009704589844,227.0050048828125,226.59500122070312,226.87879943847656,572584,226.06939641218514
2024-11-14 12:00:00,226.84500122070312,227.0500030517578,226.51220703125,226.75,488140,226.09310951436768
2024-11-14 12:15:00,227.0,227.07000732421875,226.67999267578125,226.85989379882812,604706,226.12434006627464
2024-11-14 12:30:00,227.6999969482422,227.7100067138672,226.77000427246094,227.00999450683594,1070905,226.19339448720874
2024-11-14 12:45:00,227.9250030517578,228.22999572753906,227.33999633789062,227.6999969482422,1626633,226.33673919486435
2024-11-14 13:00:00,228.0749969482422,228.25,227.85000610351562,227.9250030517578,758284,226.40526335219977
2024-11-14 13:15:00,228.47279357910156,228.63999938964844,228.00999450683594,228.0800018310547,871476,226.4879630640248
2024-11-14 13:30:00,228.6999969482422,228.7100067138672,228.3800048828125,228.4700927734375,725930,226.56137075317963
2024-11-14 13:45:00,228.05999755859375,228.7100067138672,227.8300018310547,228.70779418945312,842425,226.63598910280206
2024-11-14 14:00:00,228.4600067138672,228.8699951171875,228.02999877929688,228.0500030517578,940701,226.70825306254898
2024-11-14 14:15:00,228.52749633789062,228.55990600585938,228.22000122070312,228.4600067138672,801541,226.76851219251634
2024-11-14 14:30:00,228.5850067138672,228.7100067138672,228.43499755859375,228.50999450683594,678603,226.82031584055133
2024-11-14 14:45:00,228.25999450683594,228.67999267578125,228.2100067138672,228.58999633789062,756620,226.87280735853045
2024-11-14 15:00:00,227.39999389648438,228.27999877929688,227.30999755859375,228.27499389648438,1441413,226.93384396259955
2024-11-14 15:15:00,227.03500366210938,228.00999450683594,226.99000549316406,227.4199981689453,2349505,226.97926542765
2024-11-14 15:30:00,227.77999877929688,227.86500549316406,227.03500366210938,227.03500366210938,1339153,226.99448647273218
2024-11-14 15:45:00,228.19000244140625,228.3800048828125,227.61000061035156,227.8000030517578,2937629,227.07987995359048
2024-11-15 09:30:00,225.12010192871094,226.9199981689453,225.08999633789062,225.9199981689453,7709725,225.9766642252604
2024-11-15 09:45:00,225.07000732421875,225.64999389648438,224.85000610351562,225.14999389648438,1655477,225.8423198890267
2024-11-15 10:00:00,224.6750030517578,225.3000030517578,224.63999938964844,225.06500244140625,1539593,225.7236325307843
2024-11-15 10:15:00,224.6300048828125,224.94000244140625,224.44000244140625,224.67999267578125,1245140,225.61736293433418
2024-11-15 10:30:00,224.77499389648438,224.99000549316406,224.50999450683594,224.6300048828125,871989,225.55660316653842
2024-11-15 10:45:00,224.6199951171875,225.1699981689453,224.58999633789062,224.8000030517578,1124374,225.50070591126652
2024-11-15 11:00:00,224.7899932861328,224.91000366210938,224.4600067138672,224.63999938964844,903335,225.4508440452788
2024-11-15 11:15:00,225.23500061035156,225.24000549316406,224.77000427246094,224.7899932861328,840007,225.42348585679184
2024-11-15 11:30:00,225.14999389648438,225.30999755859375,224.91000366210938,225.2310028076172,637095,225.4129560545376
2024-11-15 11:45:00,225.10000610351562,225.47999572753906,225.0399932861328,225.1649932861328,918419,225.40323608108724
2024-11-15 12:00:00,224.9949951171875,225.10000610351562,224.6699981689453,225.10000610351562,753790,225.3847395709714
2024-11-15 12:15:00,224.87240600585938,225.17999267578125,224.82000732421875,224.9949951171875,756104,225.36932602348043
2024-11-15 12:30:00,224.6999969482422,224.8800048828125,224.44000244140625,224.8699951171875,634770,225.34860993191964
2024-11-15 12:45:00,224.72999572753906,224.82000732421875,224.27000427246094,224.69500732421875,2376378,225.2670825215724
2024-11-15 13:00:00,224.63999938964844,224.85000610351562,224.47999572753906,224.73500061035156,1309459,225.2345228678208
2024-11-15 13:15:00,224.73500061035156,224.9499969482422,224.53640747070312,224.63999938964844,585624,225.22162015689418
2024-11-15 13:30:00,224.75,224.85000610351562,224.52000427246094,224.6999969482422,370395,225.21349407597512
2024-11-15 13:45:00,224.6649932861328,224.77000427246094,224.4499969482422,224.75999450683594,554381,225.20111423622825
2024-11-15 14:00:00,224.66000366210938,224.9600067138672,224.57000732421875,224.6699981689453,998604,225.18299788970512
2024-11-15 14:15:00,224.39990234375,224.75999450683594,224.3300018310547,224.6750030517578,514750,225.17135870476685
2024-11-15 14:30:00,224.83999633789062,224.92999267578125,224.3000030517578,224.39999389648438,655688,225.15608178079415
2024-11-15 14:45:00,224.82000732421875,224.9499969482422,224.47000122070312,224.82000732421875,558084,225.1477771430036
2024-11-15 15:00:00,224.875,225.30999755859375,224.8000030517578,224.8249969482422,1048509,225.14155677534634
2024-11-15 15:15:00,224.80999755859375,225.17999267578125,224.8000030517578,224.87449645996094,897530,225.1357662623968
2024-11-15 15:30:00,224.8000030517578,225.05999755859375,224.72500610351562,224.80999755859375,1046078,225.12648124559132
2024-11-15 15:45:00,224.9199981689453,225.24000549316406,224.5699005126953,224.7899932861328,3191858,225.1018679402189
2024-11-18 09:30:00,226.9600067138672,227.08999633789062,225.17999267578125,225.1999969482422,3506826,225.82332865397134
2024-11-18 09:45:00,226.82000732421875,227.1999969482422,226.33009338378906,226.94500732421875,1837946,226.167791929995
2024-11-18 10:00:00,227.64999389648438,227.64999389648438,226.72999572753906,226.85000610351562,1456931,226.36247342433256
2024-11-18 10:15:00,228.10000610351562,228.22000122070312,227.55999755859375,227.64999389648438,1555126,226.63184382987956
2024-11-18 10:30:00,228.49000549316406,228.79209899902344,228.10000610351562,228.10000610351562,1325742,226.86445249640008
2024-11-18 10:45:00,228.42999267578125,228.92100524902344,228.3699951171875,228.49000549316406,997968,227.02602695965788
2024-11-18 11:00:00,228.6300048828125,228.72000122070312,228.36000061035156,228.41000366210938,893610,227.13957137530596
2024-11-18 11:15:00,229.05999755859375,229.2100067138672,228.57000732421875,228.6300048828125,1116629,227.28596207680363
2024-11-18 11:30:00,228.94500732421875,229.16000366210938,228.5800018310547,229.06509399414062,685307,227.37045017316973
2024-11-18 11:45:00,228.5399932861328,228.94700622558594,228.3699951171875,228.94700622558594,1287294,227.49197037900683
2024-11-18 12:00:00,228.72000122070312,228.77000427246094,228.36000061035156,228.52999877929688,527088,227.52879823428526
2024-11-18 12:15:00,228.75,228.8800048828125,228.5800018310547,228.71499633789062,432426,227.56190792687727
2024-11-18 12:30:00,228.9199981689453,229.07000732421875,228.72999572753906,228.7449951171875,518677,227.60324460936656
2024-11-18 12:45:00,229.6020050048828,229.61880493164062,228.63499450683594,228.91009521484375,888334,227.67895357211256
2024-11-18 13:00:00,229.3350067138672,229.74000549316406,229.3000030517578,229.60499572753906,1179459,227.80003734992073
2024-11-18 13:15:00,228.96719360351562,229.4272003173828,228.9499969482422,229.3300018310547,647220,227.84931515171027
2024-11-18 13:30:00,228.82000732421875,229.2100067138672,228.77000427246094,228.9600067138672,682118,227.8887888358557
2024-11-18 13:45:00,229.4459991455078,229.4980010986328,228.67999267578125,228.8300018310547,569864,227.92035538679636
2024-11-18 14:00:00,229.00999450683594,229.44000244140625,228.9949951171875,229.44000244140625,581614,227.95890381301973
2024-11-18 14:15:00,228.81500244140625,229.0800018310547,228.69610595703125,229.0,670941,227.9892599598543
2024-11-18 14:30:00,228.94500732421875,228.9600067138672,228.72000122070312,228.82000732421875,975708,228.02613064291629
2024-11-18 14:45:00,228.85499572753906,229.08030700683594,228.8350067138672,228.94500732421875,476855,228.04551340849451
2024-11-18 15:00:00,228.52999877929688,228.91000366210938,228.52000427246094,228.85000610351562,1014817,228.07594242786323
2024-11-18 15:15:00,228.05999755859375,228.58999633789062,228.03370666503906,228.5399932861328,935847,228.0877312870804
2024-11-18 15:30:00,227.77000427246094,228.05999755859375,227.66000366210938,228.0500030517578,908271,228.0819151057961
2024-11-18 15:45:00,227.99000549316406,228.24000549316406,227.32000732421875,227.77000427246094,2706236,228.0528068515117
2024-11-19 09:30:00,228.0050048828125,228.5449981689453,226.66000366210938,226.7949981689453,3262033,227.33333333333334
2024-11-19 09:45:00,228.43499755859375,228.5500030517578,227.49000549316406,228.0399932861328,1079595,227.50573867504676
2024-11-19 10:00:00,228.5500030517578,228.6999053955078,228.02999877929688,228.42999267578125,982356,227.66827693993523
2024-11-19 10:15:00,228.85000610351562,228.86500549316406,228.21839904785156,228.5500030517578,858604,227.78995772752648
2024-11-19 10:30:00,229.02999877929688,229.22999572753906,228.67999267578125,228.83999633789062,830774,227.92342242914467
2024-11-19 10:45:00,229.0500030517578,229.4499969482422,229.02999877929688,229.03500366210938,771463,228.04712130320502
2024-11-19 11:00:00,229.42880249023438,229.5,229.0500030517578,229.07000732421875,660824,228.137849403654
2024-11-19 11:15:00,229.30999755859375,229.61000061035156,229.0850067138672,229.42999267578125,696745,228.2321330773013
2024-11-19 11:30:00,229.5260009765625,229.57000732421875,229.19000244140625,229.3350067138672,581833,228.29991662002803
2024-11-19 11:45:00,229.33999633789062,229.67990112304688,229.25999450683594,229.52499389648438,610471,228.37011426480407
2024-11-19 12:00:00,229.6324005126953,229.66000366210938,229.19000244140625,229.35000610351562,1720760,228.51711765359994
2024-11-19 12:15:00,229.85499572753906,229.86000061035156,229.21009826660156,229.63330078125,939542,228.59308226199218
2024-11-19 12:30:00,229.67999267578125,230.16000366210938,229.67010498046875,229.85499572753906,1623041,228.73763804296678
2024-11-19 12:45:00,229.39999389648438,229.79519653320312,229.31500244140625,229.67999267578125,571858,228.76998051759165
2024-11-19 13:00:00,229.6199951171875,229.6999969482422,229.25,229.38999938964844,653602,228.79789623032164
2024-11-19 13:15:00,229.5800018310547,229.7989959716797,229.48159790039062,229.74000549316406,578318,228.8287330441834
2024-11-19 13:30:00,229.70700073242188,229.77999877929688,229.4550018310547,229.5345001220703,620254,228.85643364434952
2024-11-19 13:45:00,229.93499755859375,229.96499633789062,229.7050018310547,229.7050018310547,519068,228.88407703804634
2024-11-19 14:00:00,229.92999267578125,229.99000549316406,229.80999755859375,229.94000244140625,529499,228.91420262501506
2024-11-19 14:15:00,229.38999938964844,229.9199981689453,229.35499572753906,229.9199981689453,572007,228.93925767970245
2024-11-19 14:30:00,228.86500549316406,229.49000549316406,228.77000427246094,229.38999938964844,772811,228.95028839866242
2024-11-19 14:45:00,228.77999877929688,228.99000549316406,228.65269470214844,228.86990356445312,707018,228.9463306441786
2024-11-19 15:00:00,228.5850067138672,228.8800048828125,228.5399932861328,228.77999877929688,699338,228.9391835779599
2024-11-19 15:15:00,228.44000244140625,228.61000061035156,228.35000610351562,228.5850067138672,703409,228.92533496762098
2024-11-19 15:30:00,228.1999969482422,228.42999267578125,228.02999877929688,228.42999267578125,827250,228.90208898011304
2024-11-19 15:45:00,228.33999633789062,228.72000122070312,227.72000122070312,228.17999267578125,3124164,228.81687701896817
2024-11-20 09:30:00,228.52000427246094,229.92999267578125,228.42010498046875,229.42999267578125,3993224,229.2600301106771
2024-11-20 09:45:00,227.6300048828125,228.60000610351562,227.58999633789062,228.51010131835938,1348823,229.0008063381942
2024-11-20 10:00:00,227.21029663085938,228.02000427246094,226.83999633789062,227.6300048828125,1312813,228.70408308469757
2024-11-20 10:15:00,226.51499938964844,227.22000122070312,226.4199981689453,227.2100067138672,952396,228.484479619811
2024-11-20 10:30:00,226.80999755859375,227.1999969482422,226.36000061035156,226.52499389648438,1010420,228.2746633218397
2024-11-20 10:45:00,226.94000244140625,227.1199951171875,226.7899932861328,226.80499267578125,575840,228.1888734500375
2024-11-20 11:00:00,226.38499450683594,227.13999938964844,226.27000427246094,226.9499969482422,780538,228.07914118675944
2024-11-20 11:15:00,226.17999267578125,226.49000549316406,226.10000610351562,226.39999389648438,637029,227.97413282007102
2024-11-20 11:30:00,226.9199981689453,226.92340087890625,225.88999938964844,226.19000244140625,979921,227.83551304118666
2024-11-20 11:45:00,227.47999572753906,227.6999969482422,226.80999755859375,226.91000366210938,832218,227.78892134540467
2024-11-20 12:00:00,227.17120361328125,227.58670043945312,227.11000061035156,227.47000122070312,487061,227.7738299312282
2024-11-20 12:15:00,226.85009765625,227.22000122070312,226.58999633789062,227.19000244140625,494114,227.74530494777395
2024-11-20 12:30:00,227.07000732421875,227.24949645996094,226.80999755859375,226.85000610351562,475959,227.7187139385253
2024-11-20 12:45:00,226.89500427246094,227.3699951171875,226.74000549316406,227.07000732421875,676980,227.68808097301653
2024-11-20 13:00:00,226.86659240722656,227.1300048828125,226.8300018310547,226.8800048828125,402379,227.6681388824249
2024-11-20 13:15:00,226.81329345703125,226.9600067138672,226.3800048828125,226.86000061035156,562722,227.6342503017546
2024-11-20 13:30:00,226.52999877929688,227.00999450683594,226.44000244140625,226.7899932861328,423364,227.61068470375025
2024-11-20 13:45:00,226.9163055419922,226.94630432128906,226.39500427246094,226.52999877929688,420853,227.58530710474082
2024-11-20 14:00:00,226.7698974609375,226.94000244140625,226.64999389648438,226.89999389648438,408136,227.56693016237267
2024-11-20 14:15:00,226.80999755859375,226.88499450683594,226.61000061035156,226.75450134277344,349711,227.55024365210042
2024-11-20 14:30:00,227.23989868164062,227.25999450683594,226.6999969482422,226.80999755859375,399030,227.5359681338964
2024-11-20 14:45:00,227.39999389648438,227.4600067138672,227.22000122070312,227.22999572753906,670378,227.52739645015325
2024-11-20 15:00:00,227.52000427246094,227.5500030517578,227.22000122070312,227.39999389648438,566463,227.5232477930219
2024-11-20 15:15:00,227.9748992919922,228.0,227.4949951171875,227.52999877929688,679651,227.52855319602844
2024-11-20 15:30:00,228.55999755859375,228.86000061035156,227.97000122070312,227.97000122070312,1501845,227.58148703903933
2024-11-20 15:45:00,229.0,229.0,228.35000610351562,228.57000732421875,2625423,227.69940708443892
2024-11-21 09:30:00,227.2760009765625,229.9199981689453,226.89010620117188,228.7899932861328,4252546,228.53336588541666
2024-11-21 09:45:00,227.0,228.22000122070312,226.8300018310547,227.19000244140625,1852433,228.19351510646274
2024-11-21 10:00:00,226.80999755859375,227.02000427246094,225.71029663085938,227.0,2226300,227.76148463657162
2024-11-21 10:15:00,225.9499969482422,227.17999267578125,225.80999755859375,226.85000610351562,1288664,227.60768093689146
2024-11-21 10:30:00,226.97999572753906,227.11500549316406,225.8300018310547,225.94000244140625,1105289,227.47240291193964
2024-11-21 10:45:00,228.33999633789062,228.34500122070312,226.92999267578125,226.99000549316406,1492661,227.46620443579587
2024-11-21 11:00:00,228.8300018310547,228.8800048828125,228.07000732421875,228.33999633789062,1305926,227.5592735167749
2024-11-21 11:15:00,228.77000427246094,228.9199981689453,228.4499969482422,228.82009887695312,861744,227.62940587949086
2024-11-21 11:30:00,228.75,229.11500549316406,228.55499267578125,228.75,870601,227.69658684891436
2024-11-21 11:45:00,228.8612060546875,228.91000366210938,228.49000549316406,228.72999572753906,728519,227.74277430982028
2024-11-21 12:00:00,228.98049926757812,229.0800018310547,228.60000610351562,228.85000610351562,1030412,227.8094230147618
2024-11-21 12:15:00,229.2899932861328,229.4698944091797,228.75,228.98500061035156,840113,227.86865489410928
2024-11-21 12:30:00,229.80999755859375,229.88999938964844,229.27000427246094,229.30999755859375,1030180,227.95709775376181
2024-11-21 12:45:00,229.78329467773438,230.14999389648438,229.53619384765625,229.8101043701172,1084603,228.05893206156452
2024-11-21 13:00:00,229.88999938964844,230.04989624023438,229.72000122070312,229.77999877929688,562429,228.1079924790431
2024-11-21 13:15:00,229.83999633789062,229.96499633789062,229.64500427246094,229.88999938964844,523538,228.15089157203016
2024-11-21 13:30:00,229.67999267578125,229.93370056152344,229.47000122070312,229.85000610351562,595712,228.194922557039
2024-11-21 13:45:00,229.47999572753906,229.71499633789062,229.22000122070312,229.6750030517578,747885,228.23972123476213
2024-11-21 14:00:00,229.55999755859375,229.66000366210938,229.32000732421875,229.4600067138672,648789,228.2746340704833
2024-11-21 14:15:00,229.36000061035156,229.6199951171875,229.22999572753906,229.54249572753906,920936,228.32033754046532
2024-11-21 14:30:00,229.27000427246094,229.4250030517578,229.1199951171875,229.3800048828125,652436,228.34651787195835
2024-11-21 14:45:00,229.3800048828125,229.38999938964844,228.99000549316406,229.27110290527344,552061,228.36560833539136
2024-11-21 15:00:00,229.4199981689453,229.5800018310547,229.3415069580078,229.3800048828125,651875,228.39257191955636
2024-11-21 15:15:00,229.27000427246094,229.41990661621094,229.0399932861328,229.41000366210938,753976,228.41802806957034
2024-11-21 15:30:00,228.77999877929688,229.2899932861328,228.5800018310547,229.27000427246094,1049993,228.4419178620818
2024-11-21 15:45:00,228.50999450683594,228.9199981689453,228.27000427246094,228.77000427246094,3432655,228.465281380473
2024-11-22 09:30:00,229.98500061035156,230.1300048828125,228.05999755859375,228.05999755859375,3093267,228.75
2024-11-22 09:45:00,229.88999938964844,230.0800018310547,229.4600067138672,229.99000549316406,1399104,229.0905091847744
2024-11-22 10:00:00,229.4199981689453,229.9499969482422,229.14010620117188,229.9499969482422,1175037,229.2127366166445
2024-11-22 10:15:00,229.27999877929688,229.63999938964844,229.00999450683594,229.44000244140625,904129,229.23345593317424
2024-11-22 10:30:00,229.8000030517578,229.92999267578125,229.07000732421875,229.27999877929688,999967,229.2589731818808
2024-11-22 10:45:00,229.5,229.92999267578125,229.27000427246094,229.8000030517578,773222,229.29675004497892
2024-11-22 11:00:00,229.26170349121094,229.64999389648438,229.17999267578125,229.5,1931268,229.32429803400547
2024-11-22 11:15:00,229.47999572753906,229.5399932861328,228.8300018310547,229.27000427246094,750152,229.31674865594013
2024-11-22 11:30:00,229.22999572753906,229.6699981689453,229.22999572753906,229.48989868164062,559356,229.32382413612083
2024-11-22 11:45:00,229.57989501953125,229.67999267578125,228.97000122070312,229.22999572753906,856975,229.32172384534252
2024-11-22 12:00:00,229.9149932861328,229.92999267578125,229.52999877929688,229.5800018310547,882763,229.34545857413758
2024-11-22 12:15:00,229.98500061035156,230.1199951171875,229.77000427246094,229.9149932861328,973484,229.38559549605762
2024-11-22 12:30:00,229.74009704589844,230.05999755859375,229.6750030517578,229.98500061035156,677667,229.40917347373707
2024-11-22 12:45:00,230.39010620117188,230.52999877929688,229.7006072998047,229.75999450683594,1069577,229.44834738528394
2024-11-22 13:00:00,230.4550018310547,230.7198944091797,230.2801971435547,230.3800048828125,876171,229.50072899305616
2024-11-22 13:15:00,230.17999267578125,230.51499938964844,230.1199951171875,230.4499969482422,578334,229.52918010299226
